,DOBEC,OBEC,OKRES,PSC,DPOSTA,POSTA,KOD_OKR,KRAJ,LAT,LNG
2146,Medveďov,Medveďov,Dunajská Streda,930 07,Medveďov,Medveďov,201,TA,47.7991115,17.6610924
2147,Medveďovo,Medveďovo,Brezno,976 52,Čierny Balog,Čierny Balog,603,BC,48.75026,19.6253
2148,Medvedzie,Medvedzie,Tvrdošín,027 44,Tvrdošín 1,Tvrdošín 1,510,ZI,49.331547,19.5452396
2149,Medzany,Medzany,Prešov,082 21,Veľký Šariš,Veľký Šariš,707,PV,49.044618,21.1512854
2150,Medzev,Medzev,Košice-okolie,044 25,Medzev,Medzev,806,KI,48.6998208,20.8923605
2151,Medzianky,Medzianky,Vranov nad Topľou,094 31,Hanušovce nad Topľou,Hanušovce nad Topľou,713,PV,49.03776149999999,21.4709592
2152,Medzibrod,Medzibrod,Banská Bystrica,976 96,Medzibrod,Medzibrod,601,BC,48.791662,19.3522233
2153,Medzibrodie,Medzibrodie,Stará Ľubovňa,065 22,Mníšek nad Popradom,Mníšek nad Popradom,710,PV,49.39922,20.7558699
2154,Medzibrodie nad Oravou,Medzibrodie n/Oravou,Dolný Kubín,026 01,Dolný Kubín 1,Dolný Kubín 1,503,ZI,49.2339095,19.3435581
2155,Medzihradné,Medzihradné,Dolný Kubín,026 01,Dolný Kubín 1,Dolný Kubín 1,503,ZI,49.2038831,19.3109987
2156,Medzilaborce,Medzilaborce,Medzilaborce,068 01,Medzilaborce,Medzilaborce,705,PV,49.2748256,21.9064799
2157,Mechenice,Mechenice,Nitra,951 46,Podhorany pri Nitre,Podhorany pri Nitre,403,NI,48.3784228,18.1201542
2158,Melčice,Melčice,Trenčín,913 05,Melčice-Lieskové,Melčice-Lieskové,309,TC,48.8406923,17.9114208
2159,Melek,Melek,Nitra,952 01,Vráble,Vráble,403,NI,48.2025437,18.3270372
2160,Meliata,Meliata,Rožňava,049 12,Gemerská Hôrka,Gemerská Hôrka,808,KI,48.5156751,20.3303947
2161,Mengusovce,Mengusovce,Poprad,059 36,Mengusovce,Mengusovce,706,PV,49.0745781,20.1413418
2162,Merašice,Merašice,Hlohovec,920 61,Dolné Trhovište,Dolné Trhovište,203,TA,48.4634796,17.9467537
2163,Merník,Merník,Vranov nad Topľou,094 23,Merník,Merník,713,PV,48.8904721,21.6825245
2164,Merovce,Merovce,Krupina,962 71,Dudince,Dudince,605,BC,48.1673534,18.8945232
2165,Mestečko,Mestečko,Púchov,020 52,Mestečko,Mestečko,308,TC,49.1759826,18.258835
2166,Mestisko,Mestisko,Svidník,090 41,Mestisko,Mestisko,712,PV,49.2611195,21.5805538
2167,Mičakovce,Mičakovce,Svidník,087 01,Giraltovce,Giraltovce,712,PV,49.0919478,21.5200752
2168,Mierovo,Mierovo,Dunajská Streda,930 41,Kvetoslavov,Kvetoslavov,201,TA,48.0700479,17.3867598
2169,Miezgovce,Miezgovce,Bánovce nad Bebravou,957 01,Bánovce nad Bebravou 1,Bánovce nad Beb. 1,301,TC,48.71884559999999,18.260344
2170,Miháľov,Miháľov,Bardejov,085 01,Bardejov 1,Bardejov 1,701,PV,49.2765331,21.2358967
2171,Michajlov,Michajlov,Snina,067 73,Ubľa,Ubľa,709,PV,48.90989700000001,22.3444669
2172,Michal na Ostrove,Michal na Ostrove,Dunajská Streda,930 35,Michal na Ostrove,Michal na Ostrove,201,TA,48.0239278,17.5122134
2173,Michal nad Žitavou,Michal nad Žitavou,Nové Zámky,941 62,Kmeťovo,Kmeťovo,404,NI,48.1853251,18.2836887
2174,Michaľany,Michaľany,Trebišov,076 14,Michaľany pri Trebišove,Michaľany pri Treb.,811,KI,48.5138436,21.6213111
2175,Michalková,Michalková,Zvolen,962 61,Dobrá Niva,Dobrá Niva,611,BC,48.5082165,19.1434865
2176,Michalok,Michalok,Vranov nad Topľou,094 23,Merník,Merník,713,PV,48.9907511,21.6326267
2177,Michalová,Michalová,Brezno,976 57,Michalová,Michalová,603,BC,48.7625293,19.7796733
2178,Michalovce,Michalovce,Michalovce,071 01,Michalovce 1,Michalovce 1,807,KI,48.75567789999999,21.9184007
2179,Miklušovce,Miklušovce,Prešov,082 44,Klenov pri Prešove,Klenov pri Prešove,707,PV,48.9167996,21.0816364
2180,Mikolčany,Mikolčany,Revúca,049 13,Hucín,Hucín,608,BC,48.5854297,20.3143985
2181,Miková,Miková,Stropkov,090 24,Miková,Miková,711,PV,49.2937379,21.8238776
2182,Mikšová,Mikšová,Bytča,014 01,Bytča 1,Bytča 1,501,ZI,49.1922066,18.504622
2183,Mikula,Mikula,Levice,937 01,Želiezovce,Želiezovce,402,NI,48.0665558,18.6612372
2184,Mikulášov,Mikulášov,Senica,908 76,Lakšárska Nová Ves,Lakšárska Nová Ves,205,TA,48.5707627,17.2132457
2185,Mikulášov Sad,Mikulášov Sad,Komárno,946 34,Bátorove Kosihy,Bátorove Kosihy,401,NI,47.84345,18.43129
2186,Mikulášová,Mikulášová,Bardejov,086 36,Nižná Polianka,Nižná Polianka,701,PV,49.3839445,21.3897299
2187,Mikušovce,Mikušovce,Lučenec,984 01,Lučenec 1,Lučenec 1,606,BC,48.3002901,19.6844197
2188,Mikušovce,Mikušovce,Ilava,018 57,Mikušovce,Mikušovce,302,TC,49.06504160000001,18.2058909
2189,Milhosť,Milhosť,Košice-okolie,044 58,Seňa,Seňa,806,KI,48.5394356,21.2679447
2190,Milhostov,Milhostov,Trebišov,075 01,Trebišov 1,Trebišov 1,811,KI,48.6650662,21.7156503
2191,Milinovice,Milinovice,Dunajská Streda,929 01,Dunajská Streda 1,Dunajská Streda 1,201,TA,47.860816,17.6694863
2192,Milochov,Milochov,Považská Bystrica,017 06,Považská Bystrica 6,Považská Bystrica 6,306,TC,49.1351622,18.3846632
2193,Miloslavov,Miloslavov,Senec,900 42,Dunajská Lužná,Dunajská Lužná,108,BL,48.10452799999999,17.299135
2194,Milošová,Milošová,Čadca,022 01,Čadca 1,Čadca 1,502,ZI,49.48408999999999,18.73507
2195,Milovaná,Milovaná,Michalovce,071 01,Michalovce 1,Michalovce 1,807,KI,48.74637999999999,21.8899299
2196,Milpoš,Milpoš,Sabinov,082 71,Lipany nad Torysou,Lipany nad Torysou,708,PV,49.1807728,21.0036966
2197,Miňovce,Miňovce,Stropkov,090 32,Miňovce,Miňovce,711,PV,49.1349214,21.6513455
2198,Mirkovce,Mirkovce,Prešov,082 06,Žehňa,Žehňa,707,PV,48.88961949999999,21.3252337
2199,Miroľa,Miroľa,Svidník,090 05,Krajná Poľana,Krajná Poľana,712,PV,49.3293058,21.7319921
2200,Miškech Dedinka,Miškech Dedinka,Nové Mesto n.Váhom,916 12,Lubina,Lubina,304,TC,48.8032266,17.7043642
2201,Mládzovo,Mládzovo,Poltár,985 02,Breznička,Breznička,607,BC,48.4372642,19.7054451
2202,Mláky,Mláky,Detva,985 45,Látky,Látky,604,BC,48.59722,19.67192
2203,Mliečany,Mliečany,Dunajská Streda,929 01,Dunajská Streda 1,Dunajská Streda 1,201,TA,47.9699384,17.6046147
2204,Mliečno,Mliečno,Dunajská Streda,931 01,Šamorín,Šamorín,201,TA,48.0191053,17.3304813
2205,Mlyňany,Mlyňany,Zlaté Moravce,951 76,Tesárske Mlyňany,Tesárske Mlyňany,407,NI,48.3851703,18.3912685
2206,Mlynárce,Mlynárce,Nitra,949 01,Nitra 1,Nitra 1,403,NI,48.313606,18.0548204
2207,Mlynárovce,Mlynárovce,Svidník,090 16,Cernina,Cernina,712,PV,49.2515657,21.5302224
2208,Mlynčeky,Mlynčeky,Kežmarok,059 76,Mlynčeky,Mlynčeky,703,PV,49.167468,20.3846636
2209,Mlynica,Mlynica,Poprad,059 91,Veľký Slavkov,Veľký Slavkov,706,PV,49.1007707,20.3125097
2210,Mlynky,Mlynky,Spišská Nová Ves,053 76,Mlynky,Mlynky,810,KI,48.8528615,20.4295169
2211,Mlynský Sek,Mlynský Sek,Nové Zámky,941 02,Lipová pri Nových Zámkoch,Lipová pri N.Zámkoch,404,NI,48.1083367,18.1845337
2212,Mníchova Lehota,Mníchova Lehota,Trenčín,913 21,Trenčianska Turná,Trenčianska Turná,309,TC,48.8334448,18.0615235
2213,Mníšany,Mníšany,Revúca,049 16,Jelšava,Jelšava,608,BC,48.6684026,20.2253889
2214,Mníšek nad Hnilcom,Mníšek nad Hnilcom,Gelnica,055 64,Mníšek nad Hnilcom,Mníšek nad Hnilcom,801,KI,48.8042205,20.8046612
2215,Mníšek nad Popradom,Mníšek nad Popradom,Stará Ľubovňa,065 22,Mníšek nad Popradom,Mníšek nad Popradom,710,PV,49.4158908,20.7188763
2216,Moča,Moča,Komárno,946 37,Moča,Moča,401,NI,47.7582631,18.4111936
2217,Močarany,Močarany,Michalovce,071 01,Michalovce 1,Michalovce 1,807,KI,48.7316365,21.8844254
2218,Močarmany,Močarmany,Prešov,082 53,Petrovany,Petrovany,707,PV,48.9120455,21.2592976
2219,Močenok,Močenok,Šaľa,951 31,Močenok,Močenok,405,NI,48.2262394,17.9305715
2220,Močiar,Močiar,Banská Štiavnica,969 82,Podhorie,Podhorie,602,BC,48.5406191,18.9459976
2221,Močiare,Močiare,Púchov,020 62,Horovce pri Púchove,Horovce pri Púchove,308,TC,49.0828819,18.2196108
2222,Močidlá,Močidlá,Sobrance,072 51,Krčava,Krčava,809,KI,48.66843,22.2797499
2223,Močidľany,Močidľany,Sabinov,082 63,Jarovnice,Jarovnice,708,PV,49.0614929,21.0596297
2224,Modlatín,Modlatín,Považská Bystrica,018 03,Horná Mariková,Horná Mariková,306,TC,49.24447139999999,18.3092406
2225,Modra,Modra,Pezinok,900 01,Modra 1,Modra 1,107,BL,48.3344706,17.3072873
2226,Modra nad Cirochou,Modra nad Cirochou,Humenné,067 82,Dlhé nad Cirochou,Dlhé nad Cirochou,702,PV,48.94165460000001,22.0455648
2227,Modranka,Modranka,Trnava,917 05,Trnava 5,Trnava 5,207,TA,48.34967320000001,17.6083535
2228,Modrany,Modrany,Komárno,946 33,Modrany pri Hurbanove,Modrany pri Hurban.,401,NI,47.8220704,18.3535631
2229,Modrová,Modrová,Nové Mesto n.Váhom,916 35,Modrová,Modrová,304,TC,48.6421064,17.897734
2230,Modrovka,Modrovka,Nové Mesto n.Váhom,916 35,Modrová,Modrová,304,TC,48.6421064,17.897734
2231,Modrý Kameň,Modrý Kameň,Veľký Krtíš,992 01,Modrý Kameň,Modrý Kameň,610,BC,48.24054899999999,19.3340554
2232,Mochovce elektráreň,Mochovce,Levice,935 39,Mochovce,Mochovce,402,NI,48.26065,18.44215
2233,Mojín,Mojín,Rimavská Sobota,979 01,Rimavská Sobota 1,Rimavská Sobota 1,609,BC,48.3426712,19.9736599
2234,Mojmírovce,Mojmírovce,Nitra,951 15,Mojmírovce,Mojmírovce,403,NI,48.2074711,18.0642377
2235,Mojš,Mojš,Žilina,010 01,Žilina 1,Žilina 1,511,ZI,49.1993248,18.8212197
2236,Mojšová Lúčka,Mojšová Lúčka,Žilina,010 01,Žilina 1,Žilina 1,511,ZI,49.1948736,18.8105223
2237,Mojtín,Mojtín,Púchov,020 72,Mojtín,Mojtín,308,TC,48.9831843,18.4023577
2238,Mojzesovo,Mojzesovo,Nové Zámky,941 04,Mojzesovo,Mojzesovo,404,NI,48.1351395,18.2351938
2239,Mokrá Lúka,Mokrá Lúka,Revúca,050 01,Revúca 1,Revúca 1,608,BC,48.6735543,20.1491429
2240,Mokraď,Mokraď,Dolný Kubín,026 01,Dolný Kubín 1,Dolný Kubín 1,503,ZI,49.23452640000001,19.3084076
2241,Mokrance,Mokrance,Košice-okolie,045 01,Moldava nad Bodvou,Moldava nad Bodvou,806,KI,48.5974921,21.0203475
2242,Mokroluh,Mokroluh,Bardejov,086 01,Rokytov,Rokytov,701,PV,49.3080784,21.2147523
2243,Mokrý Háj,Mokrý Háj,Skalica,908 65,Mokrý Háj,Mokrý Háj,206,TA,48.8118431,17.245445
2244,Moldava nad Bodvou,Moldava nad Bodvou,Košice-okolie,045 01,Moldava nad Bodvou,Moldava nad Bodvou,806,KI,48.6129093,20.998496
2245,Moravany,Moravany,Michalovce,072 03,Rakovec nad Ondavou,Rakovec nad Ondavou,807,KI,48.7389427,21.7859472
2246,Moravany nad Váhom,Moravany nad Váhom,Piešťany,922 21,Moravany nad Váhom,Moravany nad Váhom,204,TA,48.59892319999999,17.8614682
2247,Moravské Kračany,Moravské Kračany,Dunajská Streda,930 03,Kráľovičove Kračany,Kráľovičove Kračany,201,TA,47.9700335,17.5632199
2248,Moravské Lieskové,Moravské Lieskové,Nové Mesto n.Váhom,916 42,Moravské Lieskové,Moravské Lieskové,304,TC,48.8183763,17.7926823
2249,Moravský Svätý Ján,Moravský Svätý Ján,Senica,908 71,Moravský Svätý Ján,Moravský Svätý Ján,205,TA,48.5902166,17.0015137
2250,Morovno,Morovno,Prievidza,972 31,Ráztočno,Ráztočno,307,TC,48.7533925,18.7368012
2251,Most pri Bratislave,Most pri Bratislave,Senec,900 46,Most pri Bratislave,Most pri Bratislave,108,BL,48.1412773,17.2724836
2252,Mostište,Mostište,Púchov,020 51,Dohňany,Dohňany,308,TC,49.169254,18.3035151
2253,Mostová,Mostová,Galanta,925 07,Mostová,Mostová,202,TA,48.1420744,17.6770339
2254,Moškovec,Moškovec,Turčianske Teplice,038 44,Jazernica,Jazernica,509,ZI,48.943295,18.8292011
2255,Mošovce,Mošovce,Turčianske Teplice,038 21,Mošovce,Mošovce,509,ZI,48.9095364,18.8875825
2256,Mošovce,Mošovce,Nové Mesto n.Váhom,916 26,Považany,Považany,304,TC,48.71449,17.84912
2257,Moštenica,Moštenica,Banská Bystrica,976 13,Slovenská Ľupča,Slovenská Ľupča,601,BC,48.8071983,19.292267
2258,Mošurov,Mošurov,Prešov,082 67,Terňa,Terňa,707,PV,49.1202237,21.2491256
2259,Motešice,Motešice,Trenčín,913 26,Motešice,Motešice,309,TC,48.8312311,18.1864393
2260,Motyčky,Motyčky,Banská Bystrica,976 02,Staré Hory,Staré Hory,601,BC,48.8599256,19.170045
2261,Môlča,Môlča,Banská Bystrica,974 01,Banská Bystrica 1,Banská Bystrica 1,601,BC,48.7105239,19.2299324
2262,Môťová,Môťová,Zvolen,960 01,Zvolen 1,Zvolen 1,611,BC,48.56702989999999,19.143894
2263,Mrázovce,Mrázovce,Stropkov,090 34,Tokajík,Tokajík,711,PV,49.1152343,21.6707159
2264,Mrzáčka,Mrzáčka,Námestovo,029 57,Oravská Lesná,Oravská Lesná,507,ZI,49.3801207,19.2804842
2265,Mučín,Mučín,Lučenec,985 31,Rapovce,Rapovce,606,BC,48.2463069,19.6993083
2266,Mudroňovo,Mudroňovo,Komárno,946 32,Marcelová,Marcelová,401,NI,47.8326207,18.3199819
2267,Mudrovce,Mudrovce,Košice-okolie,044 47,Kecerovce,Kecerovce,806,KI,48.8279477,21.4506239
2268,Muľa,Muľa,Veľký Krtíš,991 22,Bušince,Bušince,610,BC,48.1924167,19.5244437
2269,Muľka,Muľka,Lučenec,985 31,Rapovce,Rapovce,606,BC,48.27848299999999,19.7002585
2270,Muráň,Muráň,Revúca,049 01,Muráň 1,Muráň 1,608,BC,48.740418,20.0471678
2271,Muránska Dlhá Lúka,Muránska Dlhá Lúka,Revúca,050 01,Revúca 1,Revúca 1,608,BC,48.7176807,20.081165
2272,Muránska Huta,Muránska Huta,Revúca,049 01,Muráň 1,Muráň 1,608,BC,48.7763974,20.1133587
2273,Muránska Lehota,Muránska Lehota,Revúca,049 01,Muráň 1,Muráň 1,608,BC,48.6834671,20.1138042
2274,Muránska Zdychava,Muránska Zdychava,Revúca,050 01,Revúca 1,Revúca 1,608,BC,48.7376776,20.1398815
2275,Mútňanská Píla,Mútňanská Píla,Námestovo,029 63,Mútne,Mútne,507,ZI,49.46702,19.29724
2276,Mútne,Mútne,Námestovo,029 63,Mútne,Mútne,507,ZI,49.4607018,19.3391666
2277,Mužla,Mužla,Nové Zámky,943 52,Mužla,Mužla,404,NI,47.7922734,18.5974801
2278,Myjava,Myjava,Myjava,,,Pozri zoz.ulíc s PSČ,303,TC,48.7552968,17.5674634
2279,Myslenice,Myslenice,Pezinok,902 03,Pezinok 1,Pezinok 1,107,BL,48.2689592,17.2436817
2280,Myslina,Myslina,Humenné,066 01,Humenné 1,Humenné 1,702,PV,48.9453797,21.8521883
2281,Mýtna,Mýtna,Lučenec,985 53,Mýtna,Mýtna,606,BC,48.46674789999999,19.5537528
2282,Mýtna Nová Ves,Mýtna Nová Ves,Topoľčany,956 11,Ludanice,Ludanice,406,NI,48.4800546,18.1032415
2283,Mýtne Ludany,Mýtne Ludany,Levice,935 56,Mýtne Ludany,Mýtne Ludany,402,NI,48.1648685,18.6634988
2284,Mýto pod Ďumbierom,Mýto pod Ďumbierom,Brezno,976 44,Mýto pod Ďumbierom,Mýto pod Ďumbierom,603,BC,48.85236829999999,19.632305
2285,Nacina Ves,Nacina Ves,Michalovce,072 21,Nacina Ves,Nacina Ves,807,KI,48.82242309999999,21.8546549
2286,Nadabula,Nadabula,Rožňava,048 01,Rožňava 1,Rožňava 1,808,KI,48.6796056,20.5154971
2287,Nadlice,Nadlice,Partizánske,956 32,Nadlice,Nadlice,305,TC,48.6200519,18.2517611
2288,Ňagov,Ňagov,Medzilaborce,068 01,Medzilaborce,Medzilaborce,705,PV,49.2534557,21.9371167
2289,Naháč,Naháč,Trnava,919 65,Dolná Krupá,Dolná Krupá,207,TA,48.5335664,17.5366968
2290,Nálepkovo,Nálepkovo,Gelnica,053 33,Nálepkovo,Nálepkovo,801,KI,48.8419138,20.6202732
2291,Námestovo,Námestovo,Námestovo,029 01,Námestovo 1,Námestovo 1,507,ZI,49.404472,19.4812155
2292,Nána,Nána,Nové Zámky,943 60,Nána,Nána,404,NI,47.8156147,18.6926701
2293,Nandraž,Nandraž,Revúca,049 61,Rákoš,Rákoš,608,BC,48.608354,20.1882245
2294,Ňárad,Ňárad,Dunajská Streda,930 06,Sap,Sap,201,TA,47.8366333,17.6097144
2295,Návojovce,Návojovce,Partizánske,958 04,Partizánske 1,Partizánske 1,305,TC,48.6463961,18.3638431
2296,Nebojsa,Nebojsa,Galanta,924 01,Galanta 1,Galanta 1,202,TA,48.2204377,17.7274994
2297,Necpaly,Necpaly,Martin,038 12,Necpaly,Necpaly,506,ZI,48.9857468,18.9671716
2298,Nedanovce,Nedanovce,Partizánske,958 43,Krásno pri Topoľčanoch,Krásno pri Topoľ.,305,TC,48.59257849999999,18.2920451
2299,Nedašovce,Nedašovce,Bánovce nad Bebravou,956 35,Nedašovce pri Topoľčanoch,Nedašovce pri Top.,301,TC,48.66834350000001,18.3129215
2300,Neded,Neded,Šaľa,925 85,Neded,Neded,405,NI,48.0179139,17.9708902
2301,Nededza,Nededza,Žilina,013 02,Gbeľany pri Žiline,Gbeľany pri Žiline,511,ZI,49.2198329,18.8362166
2302,Nedelište,Nedelište,Lučenec,985 13,Ábelová,Ábelová,606,BC,48.3898018,19.4156193
2303,Nedožery,Nedožery,Prievidza,972 12,Nedožery,Nedožery,307,TC,48.7745206,18.6245383
2304,Nedožery - Brezany,Nedožery - Brezany,Prievidza,972 12,Nedožery,Nedožery,307,TC,48.8178135,18.6456469
2305,Nechválova Polianka,Nechválova Polianka,Humenné,067 33,Papín,Papín,702,PV,49.0736024,22.0941429
2306,Nekyje na Ostrove,Nekyje na Ostrove,Dunajská Streda,930 25,Vrakúň,Vrakúň,201,TA,47.9443218,17.5982782
2307,Nemce,Nemce,Banská Bystrica,974 01,Banská Bystrica 1,Banská Bystrica 1,601,BC,48.7646331,19.1844937
2308,Nemcovce,Nemcovce,Prešov,082 12,Kapušany pri Prešove,Kapušany pri Prešove,707,PV,49.20962129999999,21.4380391
2309,Nemcovce,Nemcovce,Bardejov,086 12,Kurima,Kurima,701,PV,49.20962129999999,21.4380391
2310,Nemčice,Nemčice,Topoľčany,955 01,Topoľčany 1,Topoľčany 1,406,NI,48.5513607,18.1199063
2311,Nemčiňany,Nemčiňany,Zlaté Moravce,951 81,Nemčiňany,Nemčiňany,407,NI,48.3066304,18.4455167
2312,Nemecká,Nemecká,Brezno,976 97,Nemecká nad Hronom,Nemecká nad Hronom,603,BC,48.813744,19.4149287
2313,Nemečky,Nemečky,Topoľčany,956 22,Prašice,Prašice,406,NI,48.67219069999999,18.1158244
2314,Nemešany,Nemešany,Levoča,053 02,Spišský Hrhov,Spišský Hrhov,704,PV,49.0036602,20.6838666
2315,Nemšová,Nemšová,Trenčín,914 41,Nemšová,Nemšová,309,TC,48.9632186,18.1159863
2316,Nenince,Nenince,Veľký Krtíš,991 26,Nenince,Nenince,610,BC,48.1467357,19.2635526
2317,Neporadza,Neporadza,Trenčín,913 26,Motešice,Motešice,309,TC,48.8222635,18.1532402
2318,Neporadza,Neporadza,Rimavská Sobota,980 45,Štrkovec,Štrkovec,609,BC,48.3628046,20.3888665
2319,Neresnica,Neresnica,Zvolen,960 01,Zvolen 1,Zvolen 1,611,BC,48.55878,19.13202
2320,Nesluša,Nesluša,Kysucké Nové Mesto,023 41,Nesluša,Nesluša,504,ZI,49.310956,18.7450036
2321,Nesvady,Nesvady,Komárno,946 51,Nesvady,Nesvady,401,NI,47.9251249,18.1181548
2322,Neverice,Neverice,Zlaté Moravce,951 72,Neverice,Neverice,407,NI,48.36725,18.2753297
2323,Nevidzany,Nevidzany,Prievidza,972 27,Liešťany,Liešťany,307,TC,48.8407461,18.4842434
2324,Nevidzany,Nevidzany,Zlaté Moravce,951 62,Nevidzany,Nevidzany,407,NI,48.2865678,18.3803871
2325,Nevoľné,Nevoľné,Žiar nad Hronom,967 01,Kremnica 1,Kremnica 1,613,BC,48.67095579999999,18.943169
2326,Nezbudská Lúčka,Nezbudská Lúčka,Žilina,013 24,Strečno,Strečno,511,ZI,49.1769606,18.865577
2327,Niereše,Niereše,Prešov,082 06,Žehňa,Žehňa,707,PV,48.90752,21.3208799
2328,Nimnica,Nimnica,Púchov,020 71,Nimnica,Nimnica,308,TC,49.1390336,18.3565834
2329,Nitra,Nitra,Nitra,,,Pozri zoz.ulíc s PSČ,403,NI,48.3061414,18.076376
2330,Nitra - Staré Mesto,Nitra - Staré Mesto,Nitra,949 01,Nitra 1,Nitra 1,403,NI,48.31486,18.0873
2331,Nitra nad Ipľom,Nitra nad Ipľom,Lučenec,985 57,Holiša,Holiša,606,BC,48.3190559,19.7725324
2332,Nitrianska Blatnica,Nitrianska Blatnica,Topoľčany,956 05,Radošina,Radošina,406,NI,48.5560218,17.9680164
2333,Nitrianska Streda,Nitrianska Streda,Topoľčany,956 16,Nitrianska Streda,Nitrianska Streda,406,NI,48.5212666,18.1752353
2334,Nitrianske Hrnčiarovce,Nitrian.Hrnčiarovce,Nitra,951 01,Nitrianske Hrnčiarovce,Nitrian.Hrnčiarovce,403,NI,48.3061414,18.076376
2335,Nitrianske Pravno,Nitrianske Pravno,Prievidza,972 13,Nitrianske Pravno,Nitrianske Pravno,307,TC,48.8710982,18.6342894
2336,Nitrianske Rudno,Nitrianske Rudno,Prievidza,972 26,Nitrianske Rudno,Nitrianske Rudno,307,TC,48.7986596,18.4768007
2337,Nitrianske Sučany,Nitrianske Sučany,Prievidza,972 21,Nitrianske Sučany,Nitrianske Sučany,307,TC,48.7305086,18.4700084
2338,Nitriansky Hrádok,Nitriansky Hrádok,Nové Zámky,942 01,Šurany 1,Šurany 1,404,NI,48.069537,18.2003505
2339,Nitrica,Nitrica,Prievidza,972 22,Nitrica,Nitrica,307,TC,48.7046502,18.4478195
2340,Nixbrod,Nixbrod,Levice,934 01,Levice 1,Levice 1,402,NI,48.2173666,18.630029
2341,Nižná,Nižná,Tvrdošín,027 43,Nižná nad Oravou,Nižná nad Oravou,510,ZI,49.3108924,19.5211221
2342,Nižná,Nižná,Piešťany,922 06,Nižná pri Piešťanoch,Nižná pri Piešťanoch,204,TA,48.53582919999999,17.6525263
2343,Nižná Boca,Nižná Boca,Liptovský Mikuláš,032 34,Malužiná,Malužiná,505,ZI,48.9485737,19.768605
2344,Nižná Hutka,Nižná Hutka,Košice-okolie,040 18,Košice 18,Košice 18,806,KI,48.6594738,21.3604763
2345,Nižná Jablonka,Nižná Jablonka,Humenné,067 34,Nižná Jablonka,Nižná Jablonka,702,PV,49.1279744,22.0859651
2346,Nižná Jedľová,Nižná Jedľová,Svidník,089 01,Svidník,Svidník,712,PV,49.3381576,21.5573914
2347,Nižná Kaloša,Nižná Kaloša,Rimavská Sobota,982 52,Nižná Kaloša,Nižná Kaloša,609,BC,48.4204965,20.2220966
2348,Nižná Kamenica,Nižná Kamenica,Košice-okolie,044 45,Bidovce,Bidovce,806,KI,48.7628462,21.4801985
2349,Nižná Korňa,Nižná Korňa,Čadca,023 21,Korňa,Korňa,502,ZI,49.41309,18.55856
2350,Nižná Myšľa,Nižná Myšľa,Košice-okolie,044 15,Nižná Myšľa,Nižná Myšľa,806,KI,48.6256913,21.3636289
2351,Nižná Olšava,Nižná Olšava,Stropkov,090 32,Miňovce,Miňovce,711,PV,49.143698,21.6326409
2352,Nižná Pisaná,Nižná Pisaná,Svidník,090 01,Kapišová,Kapišová,712,PV,49.3852099,21.6016951
2353,Nižná Pokoradz,Nižná Pokoradz,Rimavská Sobota,979 01,Rimavská Sobota 1,Rimavská Sobota 1,609,BC,48.40895219999999,20.0282473
2354,Nižná Polianka,Nižná Polianka,Bardejov,086 36,Nižná Polianka,Nižná Polianka,701,PV,49.4042465,21.4023054
2355,Nižná Revúca,Nižná Revúca,Ružomberok,034 74,Liptovské Revúce,Liptovské Revúce,508,ZI,48.9326724,19.2094317
2356,Nižná Rybnica,Nižná Rybnica,Sobrance,073 01,Sobrance,Sobrance,809,KI,48.75414989999999,22.152102
2357,Nižná Sitnica,Nižná Sitnica,Humenné,094 07,Nižná Sitnica,Nižná Sitnica,702,PV,49.0659575,21.7934479
2358,Nižná Slaná,Nižná Slaná,Rožňava,049 23,Nižná Slaná,Nižná Slaná,808,KI,48.7244695,20.416158
2359,Nižná Šebastová,Nižná Šebastová,Prešov,080 06,Prešov 6,Prešov 6,707,PV,49.020759,21.2816976
2360,Nižná Šuňava,Nižná Šuňava,Poprad,059 39,Šuňava,Šuňava,706,PV,48.9944453,20.1572925
2361,Nižná Vladiča,Nižná Vladiča,Stropkov,090 23,Havaj,Havaj,711,PV,49.2912,21.7750918
2362,Nižná Voľa,Nižná Voľa,Bardejov,086 21,Lukavica pri Bardejove,Lukavica pri Bardej.,701,PV,49.2946129,21.2754096
2363,Nižné Kamence,Nižné Kamence,Žilina,013 06,Terchová,Terchová,511,ZI,49.2517152,19.0043638
2364,Nižné Ladičkovce,Nižné Ladičkovce,Humenné,067 11,Ľubiša,Ľubiša,702,PV,49.0212472,21.9033394
2365,Nižné Matiašovce,Nižné Matiašovce,Liptovský Mikuláš,032 23,Liptovská Sielnica,Liptovská Sielnica,505,ZI,49.152241,19.546267
2366,Nižné Nemecké,Nižné Nemecké,Sobrance,072 52,Jenkovce,Jenkovce,809,KI,48.6543895,22.2380464
